Userlist,data
{'1599873': 'JUchi'},"{'message_id': '32876833', 'message_time': datetime.datetime(2024, 7, 23, 22, 2), 'quote': [['32876775'], {'blockid': '1682683', 'data_source': '32876775', 'data_text': '\n\nAmee2000 said:\n\n\n\nvl nhỉ, bữa bạn mình vào đó pv cỡ tháng thôi, chắc slot của fence chưa đc cấp headcount chăng.\n\nClick to expand...\n\n'}], 'text': '\n\n\n\nAmee2000 said:\n\n\n\nvl nhỉ, bữa bạn mình vào đó pv cỡ tháng thôi, chắc slot của fence chưa đc cấp headcount chăng.\n\nClick to expand...\n\nĐúng. Họ phỏng vấn giữ chỗ trước. Nhưng vòng assignment sang tech cũng hơn 1 tháng. Chán nản quá nên mình về quê remote luôn\n\n\xa0\n'}"
{'1964268': 'javadev'},"{'message_id': '32850483', 'message_time': datetime.datetime(2024, 7, 22, 11, 19), 'quote': [['32850121'], {'blockid': '1653529', 'data_source': '32850121', 'data_text': '\n\nteeeeeeeee said:\n\n\n\n\nHR screen CV\nOA (2 easy, 1 Medium) - 2 bài easy thì đề dài chứ ko khó, còn bài medium thì mình nhớ là một bài graph xài BFS\n1st round với 2 người Việt (Tech)\n2nd round với team AU (Culture fit)\nOffer\n\n\nClick to expand...\n\n'}], 'text': '\n\n\n\nteeeeeeeee said:\n\n\n\n\nHR screen CV\nOA (2 easy, 1 Medium) - 2 bài easy thì đề dài chứ ko khó, còn bài medium thì mình nhớ là một bài graph xài BFS\n1st round với 2 người Việt (Tech)\n2nd round với team AU (Culture fit)\nOffer\n\n\nClick to expand...\n\nround tech này Eng hay Việt bác\n\n\xa0\n'}"
{'1780979': 'huungphan'},"{'message_id': '32828283', 'message_time': datetime.datetime(2024, 7, 20, 14, 30), 'quote': [['32821943'], {'blockid': '1849705', 'data_source': '32821943', 'data_text': '\n\nNahSama said:\n\n\n\nReview phỏng vấn M$ vn SE2 (3YOE)\n\nVòng 1:\n\nhỏi resume, xong 2 câu coding, đều là monotonic stack (30p coding)\nfeedback: clean code, communication tốt, english tốt.\n\nVòng 2:\n\nhỏi những điểm trong resume, sâu về docker engine khác gì VM về manage resource (trả lời k biết vì t k làm platform), hỏi về OAuth2 flow (mình dùng excalidraw vẽ nguyên cái sequence diagram)\nCoding: implement lock-free thread-safe data structure for single consumer and single producer (30p)\nFeedback: good error-handling sense, communication tốt, english tốt.\n\nVòng 3:\n\nhỏi resume 10p, 40p coding. Đề bài remove comment từ một file java (valid java file), đọc từ stdin\nFollow up: sử dụng state pattern cho clean code\nFeedback: write java code quickly, communication tốt, english tốt.\n\nPass cái technical loop này rồI thì k còn headcount SE2 3yoe nên đc email thank you \n\n\nReview phỏng vấn Anduin Transaction (SE)\n\nOA: 3 câu coding, 1 câu bfs, 1 câu array, 1 câu backtrack. 75p\n\nVòng 1: pvan với 1 SE khác (online - 1h)\n\nhỏi resume nhưng hỏi sâu về mấy cái liên quan tới network, database (30p)\ncoding: 1 câu array và graph (dạng di chuyển giữa các index tạo ra cycle). làm đc bruteforce + optimal (30p)\nFollow up: Đề từ single query với index bắt đầu là index 0 thì scale thành multiple query với index bất kì thì giải như thế nào (hint từ interviewer dùng dp)\nFeedback: good knowledge about system and database, good communication, come up with optimal solution for the problem but not for the follow-up question.\n\nTạch sau vòng 1. Vòng 2 nghe bảo là pvan back to back với 3 engineers (onsite)\n\nMình k có background CP nên tạch cũng hợp lý. Anduin toàn IOI medalist với background CP vào không.\n\nClick to expand...\n\n'}], 'text': '\n\n\n\nNahSama said:\n\n\n\nReview phỏng vấn M$ vn SE2 (3YOE)\n\nVòng 1:\n\nhỏi resume, xong 2 câu coding, đều là monotonic stack (30p coding)\nfeedback: clean code, communication tốt, english tốt.\n\nVòng 2:\n\nhỏi những điểm trong resume, sâu về docker engine khác gì VM về manage resource (trả lời k biết vì t k làm platform), hỏi về OAuth2 flow (mình dùng excalidraw vẽ nguyên cái sequence diagram)\nCoding: implement lock-free thread-safe data structure for single consumer and single producer (30p)\nFeedback: good error-handling sense, communication tốt, english tốt.\n\nVòng 3:\n\nhỏi resume 10p, 40p coding. Đề bài remove comment từ một file java (valid java file), đọc từ stdin\nFollow up: sử dụng state pattern cho clean code\nFeedback: write java code quickly, communication tốt, english tốt.\n\nPass cái technical loop này rồI thì k còn headcount SE2 3yoe nên đc email thank you \n\n\nReview phỏng vấn Anduin Transaction (SE)\n\nOA: 3 câu coding, 1 câu bfs, 1 câu array, 1 câu backtrack. 75p\n\nVòng 1: pvan với 1 SE khác (online - 1h)\n\nhỏi resume nhưng hỏi sâu về mấy cái liên quan tới network, database (30p)\ncoding: 1 câu array và graph (dạng di chuyển giữa các index tạo ra cycle). làm đc bruteforce + optimal (30p)\nFollow up: Đề từ single query với index bắt đầu là index 0 thì scale thành multiple query với index bất kì thì giải như thế nào (hint từ interviewer dùng dp)\nFeedback: good knowledge about system and database, good communication, come up with optimal solution for the problem but not for the follow-up question.\n\nTạch sau vòng 1. Vòng 2 nghe bảo là pvan back to back với 3 engineers (onsite)\n\nMình k có background CP nên tạch cũng hợp lý. Anduin toàn IOI medalist với background CP vào không.\n\nClick to expand...\n\ncâu implement lock-free thread-safe data structure for single consumer and single producer là dạng leetcode hay là kiểu gì vậy thím? cái này khá advance\n\n\xa0\n'}"
{'2000430': 'bavadin'},"{'message_id': '32790483', 'message_time': datetime.datetime(2024, 7, 18, 4, 37), 'quote': [['32785420'], {'blockid': '1847116', 'data_source': '32785420', 'data_text': '\n\naNotHeRNo0b said:\n\n\n\nCho em hỏi phỏng vấn Middle Backend thì sẽ bị tập trung hỏi vào vùng kiến thức nào ạ? Có hỏi sâu về Framework mình dùng không ạ?\n\nClick to expand...\n\n'}], 'text': '\n\n\n\naNotHeRNo0b said:\n\n\n\nCho em hỏi phỏng vấn Middle Backend thì sẽ bị tập trung hỏi vào vùng kiến thức nào ạ? Có hỏi sâu về Framework mình dùng không ạ?\n\nClick to expand...\n\nÝ của bạn là họ tuyển backend developer, ở mức mid level (>2 năm kinh nghiệm) phải không ạ? Phỏng vấn backend dev thì chắc sẽ hỏi về các frameworks đã dùng rồi. Ngoài ra họ có thể hỏi về database, API, xử lý đa luồng, performance, CI/CD,... Có thể họ sẽ hỏi vì sao chọn công nghệ này, vì sao làm theo cách đó,... Theo mình thì cứ cho ví dụ cụ thể để trả lời thôi. Phần nào chưa biết thì cứ nói là chưa biết, nếu liên hệ được những gì mình từng làm (kiểu gần giống) thì cứ nói. Kiến thức mênh mông, công nghệ cũng đa dạng, chưa từng làm qua cái nọ cái kia cũng không phải là vấn đề, quan trọng là mình thể hiện được là nắm rất rõ những dự án, những việc đã từng làm, và có khả năng học hỏi nhanh là tốt rồi.\n\n\xa0\n'}"
{'1418575': 'luiz'},"{'message_id': '32765172', 'message_time': datetime.datetime(2024, 7, 16, 15, 7), 'quote': [['32763687'], {'blockid': '1688051', 'data_source': '32763687', 'data_text': '\n\nXiao_man_tau said:\n\n\n\nCũng vừa pv vị trí FE senior tại DN*E.\nPhone screen tầm 30p hỏi expectation & trao đổi.\nSau đó hôm pv trực tiếp có bài live coding TypeScript cơ bản rồi pv với 2 ng technical, cũng loanh quanh bài test và kinh nghiệm trong CV tổng cả livecoding tầm 2 tiếng.\nCơ bản Không đánh đố lắm nhưng cũng cảm thấy khối lượng công việc sẽ phù hợp với range (nếu không phải buff ảo để kéo ứng viên).\nKết quả tạch, mình không hỏi lại nguyên nhân \n\nClick to expand...\n\n'}], 'text': '\n\n\n\nXiao_man_tau said:\n\n\n\nCũng vừa pv vị trí FE senior tại DN*E.\nPhone screen tầm 30p hỏi expectation & trao đổi.\nSau đó hôm pv trực tiếp có bài live coding TypeScript cơ bản rồi pv với 2 ng technical, cũng loanh quanh bài test và kinh nghiệm trong CV tổng cả livecoding tầm 2 tiếng.\nCơ bản Không đánh đố lắm nhưng cũng cảm thấy khối lượng công việc sẽ phù hợp với range (nếu không phải buff ảo để kéo ứng viên).\nKết quả tạch, mình không hỏi lại nguyên nhân \n\nClick to expand...\n\nThím pv xong thì bao lâu ngta báo fail đó\n\n\xa0\n'}"
{'1672965': 'TungDeTien24'},"{'message_id': '32712878', 'message_time': datetime.datetime(2024, 7, 12, 21, 58), 'quote': [['32709226'], {'blockid': '1642733', 'data_source': '32709226', 'data_text': '\n\nNightcall said:\n\n\n\nLại còn bắt lỗi  \nNó ghi trong mục số 3 thế kia thì còn chưa rõ ""không biết gì về những cái trên cả"" là không biết về môi trường của opt1, 2 hay là không biết về các công nghệ trong cái số 3. \nCòn muốn nói không biết cái ... của cả 3 thì tách nó ra 1 dòng mới chứ ai viết gộp vô như kia? \n\nClick to expand...\n\n'}], 'text': '\n\n\n\nNightcall said:\n\n\n\nLại còn bắt lỗi  \nNó ghi trong mục số 3 thế kia thì còn chưa rõ ""không biết gì về những cái trên cả"" là không biết về môi trường của opt1, 2 hay là không biết về các công nghệ trong cái số 3. \nCòn muốn nói không biết cái ... của cả 3 thì tách nó ra 1 dòng mới chứ ai viết gộp vô như kia? \n\nClick to expand...\n\n1 thg biết những cái trên và làm qua rồi thì đ có chuyện fresher mò lên đây hỏi đâu về 3 job đó đâu, tôi làm qua môi trường của otp23 và cân đc stack otp1. Nhìn câu hỏi của em nó xem là biết em nó ngu ngơ nhưng do mấy bên cần người để training on job chạy dự án. Ông nhìn mấy cái đó kêu kĩ thuật cao chắc cũng same same em đó à, đi làm 1 năm nhìn thấy mấy cái kia có cmg gì đâu mà kĩ thuật cao, chỉ mấy thg sinh viên mới thấy lạ thôi\n\nvia theNEXTvoz for iPhone\n\n\xa0\n'}"
{'1873243': 'ankeongonthe'},"{'message_id': '32656682', 'message_time': 'No date found in the string', 'quote': [['32649233'], {'blockid': '1954402', 'data_source': '32649233', 'data_text': '\n\nneoloys said:\n\n\n\nem không bác, vẫn đang tìm cơ hội fresher ở HCM \n\nmạn phép hỏi bác bên mảng nào vậy \n\nClick to expand...\n\n'}], 'text': '\n\n\n\nneoloys said:\n\n\n\nem không bác, vẫn đang tìm cơ hội fresher ở HCM \n\nmạn phép hỏi bác bên mảng nào vậy \n\nClick to expand...\n\nFresher ở HCM thì khoai thật, ngoài HN thì tuyển cả đống \n\n\xa0\n'}"
{'1992856': 'Trungtb6'},"{'message_id': '32640092', 'message_time': 'No date found in the string', 'quote': [['32639089'], {'blockid': '1840982', 'data_source': '32639089', 'data_text': '\n\nnghihoang said:\n\n\n\nnghe mùi giống VHT thế bác )\n\nClick to expand...\n\n'}], 'text': '\n\n\n\nnghihoang said:\n\n\n\nnghe mùi giống VHT thế bác )\n\nClick to expand...\n\nV khác bác ạ\n\n\xa0\n'}"
{'2016137': 'gaumeo@1'},"{'message_id': '32599212', 'message_time': 'No date found in the string', 'quote': [['30654335'], {'blockid': '1868226', 'data_source': '30654335', 'data_text': '\n\ndepcuibap said:\n\n\n\ntrắc nghiệm IQ thì search trên mạng nhiều lắm.\ntrắc nghiệm tiếng Anh thì giống TOEIC listening + reading\n\nClick to expand...\n\n'}], 'text': '\n\n\n\ndepcuibap said:\n\n\n\ntrắc nghiệm IQ thì search trên mạng nhiều lắm.\ntrắc nghiệm tiếng Anh thì giống TOEIC listening + reading\n\nClick to expand...\n\nbác cho em xin đường link em tham khảo bài thi IQ với ạ\n\n\xa0\n'}"
{'1765186': 'hungxeuvuong01'},"{'message_id': '32571131', 'message_time': 'No date found in the string', 'quote': [['32570611'], {'blockid': '1954402', 'data_source': '32570611', 'data_text': '\n\nneoloys said:\n\n\n\ncảm ơn đã chia sẽ thêm nha, mình thấy mấy gr trên fb vẫn đăng tuyển kv HN nhiều con bên HCM thì hơi im ắng hoặc mình chưa có cơ hội lướt thấy được.\nNhiều chỗ thì phần yêu cầu trong jd làm mình chùn bước  bác cho mình hỏi trong cv bác để khoảng bao nhiêu project vậy ạ, với họ có phỏng vấn về thuật toán nhiều không bác.\n\nClick to expand...\n\n'}], 'text': '\n\n\n\nneoloys said:\n\n\n\ncảm ơn đã chia sẽ thêm nha, mình thấy mấy gr trên fb vẫn đăng tuyển kv HN nhiều con bên HCM thì hơi im ắng hoặc mình chưa có cơ hội lướt thấy được.\nNhiều chỗ thì phần yêu cầu trong jd làm mình chùn bước  bác cho mình hỏi trong cv bác để khoảng bao nhiêu project vậy ạ, với họ có phỏng vấn về thuật toán nhiều không bác.\n\nClick to expand...\n\nNhư mình đã nói thì mình không chuyên về code, mình thiên về hướng system và devops hơn. Các project mình làm (3 cái) đều không liên quan gì đến code, nên khi pv thì tất nhiên họ sẽ không hỏi thuật toán.\n\n\xa0\n'}"
{'1997554': 'vozerbanpho'},"{'message_id': '32547699', 'message_time': 'No date found in the string', 'quote': [['32544562'], {'blockid': '1738045', 'data_source': '32544562', 'data_text': '\n\nhieunm3538 said:\n\n\n\nMình có phỏng vấn bên này tháng trước :v\n\nClick to expand...\n\n'}], 'text': '\n\n\n\nhieunm3538 said:\n\n\n\nMình có phỏng vấn bên này tháng trước :v\n\nClick to expand...\n\nBao lâu thì HR contact vậy bác, interview process mất mấy tuần ạ\n\n\xa0\n'}"
{'1942696': 'JinggeNt'},"{'message_id': '32532931', 'message_time': 'No date found in the string', 'quote': [], 'text': '\n\nCó ai từng tham gia chương trình JWAT của CyberLogitec chưa nhỉ. CHo em xin ít review với\n\n\xa0\n'}"
{'1957839': 'AwesomeBoy'},"{'message_id': '32508436', 'message_time': datetime.datetime(2024, 6, 30, 11, 1), 'quote': [['32508280'], {'blockid': '1913913', 'data_source': '32508280', 'data_text': '\n\npiklc6l said:\n\n\n\nCó thím nào làm ở IT ở VPBank không? Cho mình xin review với\n\nClick to expand...\n\n'}], 'text': '\n\n\n\npiklc6l said:\n\n\n\nCó thím nào làm ở IT ở VPBank không? Cho mình xin review với\n\nClick to expand...\n\nLương nhiu bạn, bọn này ... À thôi\n\n\xa0\n'}"
{'1439243': 'CzeK'},"{'message_id': '32438464', 'message_time': datetime.datetime(2024, 6, 25, 14, 9), 'quote': [], 'text': '\n\nCông ty: The Access Group UK, SEHA là đại diện pháp lý tại VN\nSố năm kinh nghiệm: lúc pv là 3 năm, vừa finish 2 tháng probation tuần này.\nVị trí: làm product mảng payroll desktop app + webapp\n\nVăn phòng: tòa nhà Somerset bên mạc đĩnh chi, Somerset có 2 hướng, hướng bên nguyễn thị minh khai là tòa nhà hotel, còn hướng bên mạc đĩnh chi (kế bên morico) là tòa nhà văn phòng làm việc. Xung quanh có khá nhiều hàng quán + cửa hàng tiện lợi. Văn phòng có chỗ để xe dưới chân tòa nhà.\n\nLương lậu: Hợp đồng đóng bh full lương. Lương thực nhận 2 tháng probation ~41tr, sau 2 tháng probation còn ~39tr vì bắt đầu đóng các khoản bảo hiểm. Bảo hiểm thẻ vàng của bảo việt hạn mức 20tr/năm nhưng sẽ có 1 bên thứ 3 AON Care làm việc, tiền đi khám sẽ được trừ trực tiếp vào thẻ bảo hiểm đối với mấy bệnh viện có liên kết trực tiếp. Tết nghe được thưởng 1 tháng lương, còn các khoản thưởng khác chưa rõ lắm vì chỉ mới làm đc 2 tháng. Company trip đi nước ngoài (nhưng phải làm đủ 1 năm) + đi ăn lặt vặt với manager. Ngày phép được 20 ngày + thêm mấy ngày wellbeing leave nhưng phải xài hết ngày phép trước thì phải. Annual + quarterly performance review. Hôm bữa có nói chuyện với 1 ông team UK làm remote thì ổng kể làm 10 năm được thưởng 1000 bảng anh với máy pha cà phê .\n\nGiờ làm việc: Sáng 9g tới chiều 6g, nghỉ trưa 12g-1g. Làm từ t2-t6, benefit được wfh cố định 2 ngày tùy chọn mỗi tuần nên mình chọn t2 với t6, nếu cần làm theo giờ UK có thể gửi mail request làm wfh hôm đó on adhoc basis.\n\nThiết bị: được cấp laptop dell latitude e5430/thinkpad có join domain cty, i5 12th gen + 16gb, màn hình cong 32inch, 1 dock thunderbolt, 1 bàn phím cơ + 1 chuột logitech hàng xịn\n\nTech stacks: .net + sql, cái dự án mình đang làm thuộc mảng payroll có desktop app, webapp. Desktop app thì dùng cái framework firefly củ chuối gì đấy nhức hết cả đầu, ngồi chờ build thì hết cmn 15-30p. Webapp có ver mới + ver cũ, ver mới dùng react thì mình ko đc đụng tới vì đã có team, còn cái ver cũ thì mình làm, dùng vb.net siêu siêu cũ . Cái desktop thì 20 năm tuổi còn cái webapp thì cũng đâu đó 15 năm .\n\nQuy trình: cty có nhiều mảng khác nhau nhưng chủ yếu là xoay quanh recruitment, human resources, payroll. Team VN chủ yếu làm data migration dùng python + sql, riêng dự án mình thì vẫn làm 1 mình ên . Daily scrum mỗi 3g30 chiều (9g30 sáng bên UK), t2 có họp tổng thể dự án với team UK. Ticket thì làm kiểu bespoke, client cần thay đổi gì ở software thì sẽ contact consultant, sau đó consultant tạo ticket cho dev (mình) + dev bên UK làm.\n\nVăn hóa: giờ làm thoải mái, mình cũng hướng nội nên không nói chuyện nhiều nhưng mà thấy team vn ăn uống vẫn hay rủ mình nên mình cũng thấy vui vẻ.\n\n\xa0\n'}"
{'391960': 'hoangphi1650'},"{'message_id': '32397246', 'message_time': datetime.datetime(2024, 6, 22, 12, 36), 'quote': [], 'text': '\n\nCó thầy nào phỏng vấn bên Topicus chưa nhỉ ? Có pv với Director người Hà Lan ko ?\n\n\n\n\n\n\n\xa0\n'}"
{'1959254': 'CrowAxe'},"{'message_id': '32339829', 'message_time': datetime.datetime(2024, 6, 18, 16, 20), 'quote': [], 'text': '\n\nCó bác nào làm dev bên yabo philippines không nhỉ, cho em xin review\n\n\xa0\n'}"
{'1997554': 'vozerbanpho'},"{'message_id': '32319182', 'message_time': datetime.datetime(2024, 6, 17, 12, 53), 'quote': [], 'text': '\n\nBên NAB họ có reference check là check những gì vậy các bác.\n\n\xa0\n'}"
{'1569214': 'Kopi Luwak'},"{'message_id': '32291511', 'message_time': datetime.datetime(2024, 6, 15, 11, 4), 'quote': [['32291269'], {'blockid': '1418575', 'data_source': '32291269', 'data_text': '\n\nluiz said:\n\n\n\nDạo này thấy nhiều thím có offer rồi, thị trường có vẻ ấm dần lên \nNhất là mấy nhà bank, lên Itviec thấy tuyển nhiều kinh khủng thật\n\nClick to expand...\n\n'}], 'text': '\n\n\n\nluiz said:\n\n\n\nDạo này thấy nhiều thím có offer rồi, thị trường có vẻ ấm dần lên \nNhất là mấy nhà bank, lên Itviec thấy tuyển nhiều kinh khủng thật\n\nClick to expand...\n\nDạo này tuyển nhiều lắm thím. HR trên linkedin ngày nào cũng ping dù không để open to work.\n\n\xa0\n'}"
{'1992856': 'Trungtb6'},"{'message_id': '32256042', 'message_time': datetime.datetime(2024, 6, 12, 22, 45), 'quote': [['31833587'], {'blockid': '1728101', 'data_source': '31833587', 'data_text': '\n\ntan264 said:\n\n\n\nem có pv hôm gần Tết viettel telecom ở landmark 72 nhg tạch rồi.\n\nClick to expand...\n\n'}], 'text': '\n\n\n\ntan264 said:\n\n\n\nem có pv hôm gần Tết viettel telecom ở landmark 72 nhg tạch rồi.\n\nClick to expand...\n\nbên đó hỏi gì vậy bác?\n\n\xa0\n'}"
{'1712763': 'nguoi_binhthuong'},"{'message_id': '32232268', 'message_time': datetime.datetime(2024, 6, 11, 13, 48), 'quote': [], 'text': '\n\ncó thím nào từng làm cho Fiza Zalo cho em xin ít review với ạ?\n\n\xa0\n'}"
{'1656773': 'Ia.Trao.Ra.Nuoc'},"{'message_id': '32191128', 'message_time': 'No date found in the string', 'quote': [], 'text': '\n\nCó thím nào làm ở LUTECH chưa ạ? E xin ít review vs.\n\n\xa0\n'}"
{'1401637': 'biet00biet'},"{'message_id': '32149717', 'message_time': 'No date found in the string', 'quote': [['31575963'], {'blockid': '1992949', 'data_source': '31575963', 'data_text': '\n\n123doan456 said:\n\n\n\nCó bác nào có thêm thông tin về Wintex Support không? Nhận được offer nhưng search thì không thấy nhiều thông tin nhỉ, trên glassdoor cũng không có, thấy để năm thành lập 2011 (công ty về It nhưng không có review gì). Tui nhận offer letter ở Thái Lan, không biết có phải scam không \n\nClick to expand...\n\n'}, ['32132472'], {'blockid': '2004756', 'data_source': '32132472', 'data_text': '\n\nTý dòi said:\n\n\n\nanh em cẩn thận mấy quả kèo wintex, pome corp này kìa nhé(đặc điểm là trang web cty rất lỏ, thông tin mập mờ, mail gửi pv ko rõ ràng, offer letter ko đầy đủ thông tin anh em xem kỹ sẽ thấy có rất nhiều vấn đề), job dubai đồ toàn lừa đảo thôi, mình process cách đây 1 thời gian, khứa leader gì đó phỏng vấn thì nói chuyện như thằng ngáo(chắc mới bị chích điện xong), kêu mở cam thì đưa lý do xàm lol ra trốn, hr ở việt nam nói chuyện nổ banh nóc, hr nước ngoài thì nói chuyện mập mờ, mà đặc biệt bọn này không để ava người, tên thì toàn tên nước ngoài anh em nhé, mình pv đậu, xin hình ảnh nhà ở, contact của leader cũng không cho, hy vọng anh em nào đi phỏng vấn, chụp ảnh, quay video lại mặt bọn hr quỷ này lên trường hợp có anh em cán bộ trong này vào cuộc, chứ bọn này buôn người trá hình mất hết nhân tính rồi, may ông bà mách bảo kiểm tra kỹ không thì chắc giờ này 1 bị chích điện 2 bị nhổ răng rồi.\nView attachment 2528722\n\nClick to expand...\n\n'}, ['32134740'], {'blockid': '1435976', 'data_source': '32134740', 'data_text': '\n\nHenryXX said:\n\n\n\nchưa nghe hồi âm, nhưng mấy job này nữ hạn chế làm để tránh nhiều vấn đề\n\nClick to expand...\n\n'}], 'text': '\n\n\n\n123doan456 said:\n\n\n\nCó bác nào có thêm thông tin về Wintex Support không? Nhận được offer nhưng search thì không thấy nhiều thông tin nhỉ, trên glassdoor cũng không có, thấy để năm thành lập 2011 (công ty về It nhưng không có review gì). Tui nhận offer letter ở Thái Lan, không biết có phải scam không \n\nClick to expand...\n\n\n\n\nTý dòi said:\n\n\n\nanh em cẩn thận mấy quả kèo wintex, pome corp này kìa nhé(đặc điểm là trang web cty rất lỏ, thông tin mập mờ, mail gửi pv ko rõ ràng, offer letter ko đầy đủ thông tin anh em xem kỹ sẽ thấy có rất nhiều vấn đề), job dubai đồ toàn lừa đảo thôi, mình process cách đây 1 thời gian, khứa leader gì đó phỏng vấn thì nói chuyện như thằng ngáo(chắc mới bị chích điện xong), kêu mở cam thì đưa lý do xàm lol ra trốn, hr ở việt nam nói chuyện nổ banh nóc, hr nước ngoài thì nói chuyện mập mờ, mà đặc biệt bọn này không để ava người, tên thì toàn tên nước ngoài anh em nhé, mình pv đậu, xin hình ảnh nhà ở, contact của leader cũng không cho, hy vọng anh em nào đi phỏng vấn, chụp ảnh, quay video lại mặt bọn hr quỷ này lên trường hợp có anh em cán bộ trong này vào cuộc, chứ bọn này buôn người trá hình mất hết nhân tính rồi, may ông bà mách bảo kiểm tra kỹ không thì chắc giờ này 1 bị chích điện 2 bị nhổ răng rồi.\nView attachment 2528722\n\nClick to expand...\n\n\n\n\nHenryXX said:\n\n\n\nchưa nghe hồi âm, nhưng mấy job này nữ hạn chế làm để tránh nhiều vấn đề\n\nClick to expand...\n\nRảnh rang mình có pv dao mấy bữa trước. \n\nAe né lẹ cho đỡ. \n\nĐúng là có rất nhiều biểu hiện đáng ngờ như đặt tên nghe rất lạ. Mấy thằng pv mình vẫn đạt tên nhưng méo nghĩ là ở vn có thể có mấy cái tên kiểu này. Và còn gặp cả hai thằng tên lạ thế. Cả cái con hr tên cũng méo đỡ nổi. Không ảnh đại diện. Kêu mình bật cam mà tụi nó méo bật. \nMình chấp nhận pv do có TA của glints thấy chắc cũng uy tín. Vào pv thì mẹ nc bố đời. Mình té luôn trong vài nốt nhạc.\n\n\xa0\n'}"
{'2004756': 'Tý dòi'},"{'message_id': '32132472', 'message_time': 'No date found in the string', 'quote': [['31575963'], {'blockid': '1992949', 'data_source': '31575963', 'data_text': '\n\n123doan456 said:\n\n\n\nCó bác nào có thêm thông tin về Wintex Support không? Nhận được offer nhưng search thì không thấy nhiều thông tin nhỉ, trên glassdoor cũng không có, thấy để năm thành lập 2011 (công ty về It nhưng không có review gì). Tui nhận offer letter ở Thái Lan, không biết có phải scam không \n\nClick to expand...\n\n'}], 'text': '\n\n\n\n123doan456 said:\n\n\n\nCó bác nào có thêm thông tin về Wintex Support không? Nhận được offer nhưng search thì không thấy nhiều thông tin nhỉ, trên glassdoor cũng không có, thấy để năm thành lập 2011 (công ty về It nhưng không có review gì). Tui nhận offer letter ở Thái Lan, không biết có phải scam không \n\nClick to expand...\n\nanh em cẩn thận mấy quả kèo wintex, pome corp này kìa nhé(đặc điểm là trang web cty rất lỏ, thông tin mập mờ, mail gửi pv ko rõ ràng, offer letter ko đầy đủ thông tin anh em xem kỹ sẽ thấy có rất nhiều vấn đề), job dubai đồ toàn lừa đảo thôi, mình process cách đây 1 thời gian, khứa leader gì đó phỏng vấn thì nói chuyện như thằng ngáo(chắc mới bị chích điện xong), kêu mở cam thì đưa lý do xàm lol ra trốn, hr ở việt nam nói chuyện nổ banh nóc, hr nước ngoài thì nói chuyện mập mờ, mà đặc biệt bọn này không để ava người, tên thì toàn tên nước ngoài anh em nhé, mình pv đậu, xin hình ảnh nhà ở, contact của leader cũng không cho, hy vọng anh em nào đi phỏng vấn, chụp ảnh, quay video lại mặt bọn hr quỷ này lên trường hợp có anh em cán bộ trong này vào cuộc, chứ bọn này buôn người trá hình mất hết nhân tính rồi, may ông bà mách bảo kiểm tra kỹ không thì chắc giờ này 1 bị chích điện 2 bị nhổ răng rồi.\n\n\n\n\n\xa0\n'}"
{'1995333': 'chloeee'},"{'message_id': '32108093', 'message_time': 'No date found in the string', 'quote': [['32068864'], {'blockid': '1709276', 'data_source': '32068864', 'data_text': '\n\nKingNotJoke said:\n\n\n\nHello các thím, tifnnh hình là em đang phân vân offer từ Zalo, Tyme với Line. Các thím cho em xin review về technical, những gì mình được làm/được học, và tương lai cái nào phát triển tốt hơn với ạ. Level em tầm Junior thôi ạ\n\nClick to expand...\n\n'}], 'text': '\n\n\n\nKingNotJoke said:\n\n\n\nHello các thím, tifnnh hình là em đang phân vân offer từ Zalo, Tyme với Line. Các thím cho em xin review về technical, những gì mình được làm/được học, và tương lai cái nào phát triển tốt hơn với ạ. Level em tầm Junior thôi ạ\n\nClick to expand...\n\nb ơi cho mình xin quy trình pv ở Line dc ko, mình FE junior ạ\n\n\xa0\n'}"
{'1709276': 'KingNotJoke'},"{'message_id': '32071625', 'message_time': datetime.datetime(2024, 5, 31, 20, 23), 'quote': [['32071165'], {'blockid': '1680668', 'data_source': '32071165', 'data_text': '\n\nTrình sát đoàn: Misaka said:\n\n\n\nĐừng suy nghĩ nhiều, vô line. Vô Tyme là hối hận không kịp\n\nClick to expand...\n\n'}], 'text': '\n\n\n\nTrình sát đoàn: Misaka said:\n\n\n\nĐừng suy nghĩ nhiều, vô line. Vô Tyme là hối hận không kịp\n\nClick to expand...\n\nSao vậy thím, Tyme phát triển không tốt hả thím. Mà Line với Zalo thì sao thím ạ\n\n\xa0\n'}"
