Userlist,data
"{'1465553': 'ThanhNienKhongSoMa', '1868226': 'depcuibap', '1974833': 'Tuan1942', '1163431': 'chjnsu', '1884455': 'Thợ mỏ', '1071202': 'buiduchanh1995', '1812088': 'NgaoPhong', '1929954': 'hair_29', '1956005': 'kAW2NOnVeP7r0', '1418575': 'luiz', '1960152': 'saintpeter', '1796684': 'zelenki', '100116': 'kirichan', '1674432': 'Đạt không sừng', '1680668': 'Trình sát đoàn: Misaka', '1771708': 'dinhson2212', '1975335': 'nesta1806', '1724637': 'hungpg'}","{'message_id': '30641715', 'message_time': 'No date found in the string', 'quote': [['30638364'], {'blockid': '1674432', 'data_source': '30638364', 'data_text': '\n\nĐạt không sừng said:\n\n\n\nBác chia sẻ thêm giúp công việc hàng ngày với range lương đc ko, e mới ra trường mà nay hr mò đâu ra cái cv lỏ của e gọi mà speaking của e hơi củ chuối sau 1 hồi trao đổi hr gửi e 2 cái jd(1 cái related đc cho thêm), h chưa biết interview với lương lậu thế nào  nếu có đậu sau này e mời bác cafe \n\nClick to expand...\n\n'}], 'text': '\n\n\n\nĐạt không sừng said:\n\n\n\nBác chia sẻ thêm giúp công việc hàng ngày với range lương đc ko, e mới ra trường mà nay hr mò đâu ra cái cv lỏ của e gọi mà speaking của e hơi củ chuối sau 1 hồi trao đổi hr gửi e 2 cái jd(1 cái related đc cho thêm), h chưa biết interview với lương lậu thế nào  nếu có đậu sau này e mời bác cafe \n\nClick to expand...\n\nHR gửi bác cv team nào đấy, do hiện tại site nhiều project khác nhau lắm. Range thì max 1200 cho agent, còn lại là tùy theo team đó. Workload với workhours cũng sẽ tùy theo project luôn\n\n\xa0\n'}"
"{'1789001': 'Violet_7', '1963956': 'tientran0826', '1728101': 'tan264', '1163431': 'chjnsu', '391960': 'hoangphi1650', '1678811': 'Thần Namek', '935629': 'ShjRou', '667990': 'phusi', '839479': 'noneedname', '1950573': 'tpa723', '1637633': 'litschool', '1884455': 'Thợ mỏ', '596452': 'tolmiss', '1974833': 'Tuan1942', '1929954': 'hair_29', '1960152': 'saintpeter'}","{'message_id': '30617887', 'message_time': 'No date found in the string', 'quote': [['30617807'], {'blockid': '1728101', 'data_source': '30617807', 'data_text': '\n\ntan264 said:\n\n\n\napply vào đây 2 lần đ thấy lần nào đc phản hồi\n\nClick to expand...\n\n'}], 'text': '\n\n\n\ntan264 said:\n\n\n\napply vào đây 2 lần đ thấy lần nào đc phản hồi\n\nClick to expand...\n\nEm thì mới được offer, thấy nhân viên mới onboard được tặng quà củng các thứ, thấy cũng ghê. Mà không rõ văn hóa như thế nào, thăng tiến ra sao, đánh giá performance hàng năm như nào thôi.\n\n\xa0\n'}"
"{'1454474': 'vodka_hanoi1', '1964268': 'javadev', '89186': 'recca2007', '1830987': 'vietttttBau', '354464': 'convoibeo', '1533593': 'AnhHungMuTrom', '1771708': 'dinhson2212', '1513086': 'HaLinhNHP', '1963956': 'tientran0826', '1900595': 'The_Hermit', '1672965': 'TungDeTien24', '391960': 'hoangphi1650', '1789001': 'Violet_7'}","{'message_id': '30592005', 'message_time': 'No date found in the string', 'quote': [['30591470'], {'blockid': '1789001', 'data_source': '30591470', 'data_text': '\n\nViolet_7 said:\n\n\n\ncó 2 củ / 3 tháng\n\nClick to expand...\n\n'}], 'text': '\n\n\n\nViolet_7 said:\n\n\n\ncó 2 củ / 3 tháng\n\nClick to expand...\n\nlà hoàn thành xong mới nhận hay nhận hằng tháng nhỉ, em nghe đồn bên viettel hay giữ lương \n\n\xa0\n'}"
"{'1868226': 'depcuibap', '1540161': 'Love U So Much', '1929954': 'hair_29', '1789011': 'the_gioi_that_dep', '1964698': 'Đối Tượng Troussier', '1956933': 'huy212sk', '1920510': 'namph7221', '1753680': 'Phan Đình Giót', '1811874': 'dat_16cm', '1829948': 'mrdendiboss', '1847816': 'minhmoon', '1973776': 'khoas9', '391960': 'hoangphi1650', '347': 'Forzet', '1789001': 'Violet_7', '1964268': 'javadev', '1748799': 'maitd2002'}","{'message_id': '30567575', 'message_time': 'No date found in the string', 'quote': [['30372818'], {'blockid': '354464', 'data_source': '30372818', 'data_text': '\n\nconvoibeo said:\n\n\n\nbác nào phỏng vấn back-end nodejs ở Hamsa Life chưa em xin review ạ\n\nClick to expand...\n\n'}], 'text': '\n\n\n\nconvoibeo said:\n\n\n\nbác nào phỏng vấn back-end nodejs ở Hamsa Life chưa em xin review ạ\n\nClick to expand...\n\nem có đứa b cbi đi phỏng vấn intern ở đây, ko biết hỏi khó kh bác.\n\n\xa0\n'}"
"{'1868226': 'depcuibap', '1582650': 'Lonhh', '1748865': 'wherehas', '1972829': 'hungho42k', '1771708': 'dinhson2212', '1485687': 'mole.totoro.007', '1898087': 'Chúng Sinh Bình Đẳng', '1708096': 'nguyenthienit123', '1401925': 'PapaGhede', '1678811': 'Thần Namek', '1689983': 'Hiệu trưởng Bách Khoa', '935629': 'ShjRou', '1680766': 'hoanluffy', '1418575': 'luiz'}","{'message_id': '30530387', 'message_time': datetime.datetime(2024, 2, 29, 8, 55), 'quote': [['30528905'], {'blockid': '1582650', 'data_source': '30528905', 'data_text': '\n\nLonhh said:\n\n\n\nMình k rõ lắm nhưng cty này k chuộng .net nên ae .net hơi ít dất diễn. Dự án đa phần node, java, golang. Nếu bác thích .net, muốn phát triển theo .net thì em nghĩ ko nên vào\n\nClick to expand...\n\n'}], 'text': '\n\n\n\nLonhh said:\n\n\n\nMình k rõ lắm nhưng cty này k chuộng .net nên ae .net hơi ít dất diễn. Dự án đa phần node, java, golang. Nếu bác thích .net, muốn phát triển theo .net thì em nghĩ ko nên vào\n\nClick to expand...\n\nthực ra mình cũng k thích .net lắm, mà theo rồi nên theo thôi\n\n\xa0\n'}"
"{'391960': 'hoangphi1650', '1797197': 'lesor101', '1961139': 'WAMofficial', '1795791': 'khangnl24112002', '1672178': 'boyphuc', '1673979': 'xxxduytrungxxx', '100116': 'kirichan', '1685253': 'Dev xịn', '1921580': 'Quan Nguyen 15', '1970330': 'lquagh', '1961908': 'nguyentien0620', '1963956': 'tientran0826', '1767713': 'cloudstar', '1868226': 'depcuibap', '1452927': 'Sinh.Vien.GT.58', '1647089': 'anhlatdh', '1540161': 'Love U So Much', '1603961': 'sharkkaizer'}","{'message_id': '30510427', 'message_time': datetime.datetime(2024, 2, 27, 21, 44), 'quote': [], 'text': '\n\nWorldQuant bây giờ offer cho Senior Backend tầm bao nhỉ mọi người?\n\n\xa0\n'}"
"{'1794530': 'Zeff_shadow', '1970703': 'leoNguyen2930', '930115': '22mario9x', '1817974': 'chuHe_nghienNgap', '1939873': 'EzLink', '1956005': 'kAW2NOnVeP7r0', '1410876': 'crazy9x256', '1847816': 'minhmoon', '1680668': 'Trình sát đoàn: Misaka', '1919510': 'trovevoigio.', '1593789': 'thachit123', '1829948': 'mrdendiboss', '1527269': 'rainbow007', '1811613': 'barneynguyen', '1860816': 'Bukayo Saka .', '1540161': 'Love U So Much'}","{'message_id': '30429418', 'message_time': datetime.datetime(2024, 2, 22, 16, 50), 'quote': [['30429411'], {'blockid': '1599873', 'data_source': '30429411', 'data_text': '\n\nJUchi said:\n\n\n\nNghỉ thôi thím. IT biz phức tạp với mệt quá. Đến tuổi làm không tập trung với không nhiệt được như các em trẻ\n\nClick to expand...\n\n'}], 'text': '\n\n\n\nJUchi said:\n\n\n\nNghỉ thôi thím. IT biz phức tạp với mệt quá. Đến tuổi làm không tập trung với không nhiệt được như các em trẻ\n\nClick to expand...\n\nThím 90 nhỉ, cũng chưa già lắm. Nhưng có hướng khác ổn thì cứ theo cho nhẹ đầu.\n\n\xa0\n'}"
"{'1815998': 'perepermin', '204232': 'noname9x', '1771708': 'dinhson2212', '40218': 'tcx2k7', '1433644': 'askri79', '1680668': 'Trình sát đoàn: Misaka', '1540161': 'Love U So Much', '1544029': 'Ruoi Den', '1947660': 'JoePatel', '1847629': 'devquenok', '1897041': 'HoangNam95', '1708096': 'nguyenthienit123', '1722728': 'thuongbui060'}","{'message_id': '30399496', 'message_time': datetime.datetime(2024, 2, 20, 22, 56), 'quote': [['30399469'], {'blockid': '1722728', 'data_source': '30399469', 'data_text': '\n\nthuongbui060 said:\n\n\n\nMình pv tạch nhma tìm hiểu kĩ lắm với cũng có người quen làm bên này cần gì hú em giải đáp cho\n\nClick to expand...\n\n'}], 'text': '\n\n\n\nthuongbui060 said:\n\n\n\nMình pv tạch nhma tìm hiểu kĩ lắm với cũng có người quen làm bên này cần gì hú em giải đáp cho\n\nClick to expand...\n\nshare ít kinh nghiệm với bác, mình cũng thích làm trong momo\n\n\xa0\n'}"
"{'171455': 'cool-girl', '1708096': 'nguyenthienit123', '935629': 'ShjRou', '1815998': 'perepermin', '596452': 'tolmiss', '1811613': 'barneynguyen', '354464': 'convoibeo', '1722728': 'thuongbui060', '1544029': 'Ruoi Den', '1796684': 'zelenki', '1896999': 'buonnguqua10', '100116': 'kirichan', '1768807': 'chuchimmelo', '1969881': 'Harold123', '1841361': 'fkphua3', '1953054': 'MuonBungChay2'}","{'message_id': '30385217', 'message_time': datetime.datetime(2024, 2, 20, 8, 37), 'quote': [], 'text': '\n\nTầm này vào bank còn hot không anh em?\n\n\xa0\n'}"
"{'935629': 'ShjRou', '1815998': 'perepermin', '1768807': 'chuchimmelo', '1099094': 'LoveXiah', '1682962': 'nts069', '1843417': 'Boy IT', '1672965': 'TungDeTien24', '1321728': 'asklyking', '1754708': 'xskaisx', '1818110': 'rush_over_me'}","{'message_id': '30365726', 'message_time': datetime.datetime(2024, 2, 18, 23, 12), 'quote': [['30364214'], {'blockid': '1768807', 'data_source': '30364214', 'data_text': '\n\nchuchimmelo said:\n\n\n\nbắt đầu câu chuyện có thím kia bảo TCB ngang mấy cty tier 2, trong đó có khía cạnh được vay ưu đãi, cho nên tôi mới nói để thấy nếu level Sr ở các cty tier 2 các ông cầm bảng lương đi vay mấy ngân hàng nước ngoài, giá vay không mắc hơn khoản vay ưu đải ở TCB là bao, mà đổi lại có tự do, lương có thể ok hơn(xác xuất cao).\n\nClick to expand...\n\n'}], 'text': '\n\n\n\nchuchimmelo said:\n\n\n\nbắt đầu câu chuyện có thím kia bảo TCB ngang mấy cty tier 2, trong đó có khía cạnh được vay ưu đãi, cho nên tôi mới nói để thấy nếu level Sr ở các cty tier 2 các ông cầm bảng lương đi vay mấy ngân hàng nước ngoài, giá vay không mắc hơn khoản vay ưu đải ở TCB là bao, mà đổi lại có tự do, lương có thể ok hơn(xác xuất cao).\n\nClick to expand...\n\na nghĩ là lúc nào cũng có ưu đãi cho a à? trong khi làm bank thì 100% có ưu đãi\n\n\xa0\n'}"
"{'1765830': 'darkreaper2k1', '1884455': 'Thợ mỏ', '1783048': 'bricks on the wall', '1672965': 'TungDeTien24', '1965618': 'leon24511', '1540161': 'Love U So Much', '1789001': 'Violet_7', '1754708': 'xskaisx', '935629': 'ShjRou', '1815998': 'perepermin', '1489290': 'Dong Phuong Muoi Muoi', '1700074': '10nam1loihua', '1768807': 'chuchimmelo'}","{'message_id': '30340193', 'message_time': datetime.datetime(2024, 2, 16, 23, 33), 'quote': [['30294730'], {'blockid': '1418575', 'data_source': '30294730', 'data_text': '\n\nluiz said:\n\n\n\n2021 nó vào bank, 2022 nó mua nhà mạn Hà Đông, tôi còn đi xem nhà với nó, nó cần vay bank 1.5 tỷ lãi suất ưu đãi 6% trong thời điểm đó ở ngoài lên đến 14, 15% thím à. Chứ bạn thím vay khó thế nào thì t k biết, chứ chỗ nó ngta còn khuyến khích vay, vì mục đích cũng muốn giữ chân. Còn vụ truy thu sau khi nghỉ thím kia nói thì chỉ ở level giám đốc trở lên thôi, cấp bậc ấy hưởng quá nhiều bồng lộc nên mới phải thế, chứ level software engineer thì hưởng mấy đâu mà truy mới thu.\n\nClick to expand...\n\n'}], 'text': '\n\n\n\nluiz said:\n\n\n\n2021 nó vào bank, 2022 nó mua nhà mạn Hà Đông, tôi còn đi xem nhà với nó, nó cần vay bank 1.5 tỷ lãi suất ưu đãi 6% trong thời điểm đó ở ngoài lên đến 14, 15% thím à. Chứ bạn thím vay khó thế nào thì t k biết, chứ chỗ nó ngta còn khuyến khích vay, vì mục đích cũng muốn giữ chân. Còn vụ truy thu sau khi nghỉ thím kia nói thì chỉ ở level giám đốc trở lên thôi, cấp bậc ấy hưởng quá nhiều bồng lộc nên mới phải thế, chứ level software engineer thì hưởng mấy đâu mà truy mới thu.\n\nClick to expand...\n\nThật chứ năm 2021 lãi suất đáy cmnr, lúc đó lương IT tụi ngân hàng nước ngoài mời gọi vay ls 6.4% cố định 3 năm éo thèm vay. Cần éo gì phải vay cty để chịu ràng buộc cho cực vậy trời.\n\n\xa0\n'}"
"{'60604': 'MrTux', '1418575': 'luiz', '1910448': 'phuquytaithien', '1438903': 'satan456', '935629': 'ShjRou', '1679997': 'NullOrEmpty', '1430948': 'hoangquan1204', '1721473': 'ngx3009', '1962693': 'dev.cookiespace', '1965618': 'leon24511', '1960336': 'giacatvuhau', '1884455': 'Thợ mỏ', '1783048': 'bricks on the wall', '1765830': 'darkreaper2k1', '1672965': 'TungDeTien24'}","{'message_id': '30334861', 'message_time': datetime.datetime(2024, 2, 16, 16, 8), 'quote': [['30334779'], {'blockid': '1765830', 'data_source': '30334779', 'data_text': '\n\ndarkreaper2k1 said:\n\n\n\nEm thấy bên V*Pay đang tuyển Junior AI Engineer. Bác nào có thông tin về range lương bên công ty cho junior tầm 2 năm kinh nghiệm cho em xin tư vấn với ạ. Em cảm ơn các bác ạ.\n\nClick to expand...\n\n'}], 'text': '\n\n\n\ndarkreaper2k1 said:\n\n\n\nEm thấy bên V*Pay đang tuyển Junior AI Engineer. Bác nào có thông tin về range lương bên công ty cho junior tầm 2 năm kinh nghiệm cho em xin tư vấn với ạ. Em cảm ơn các bác ạ.\n\nClick to expand...\n\nAI mình ko rõ nhưng dev thuần thì 2 năm chắc 17-18, mình nghĩ AI cao hơn chút \n\nvia theNEXTvoz for iPhone\n\n\xa0\n'}"
"{'1789011': 'the_gioi_that_dep', '1429395': 'candy68', '839479': 'noneedname', '1841193': 'hhoanganhhnagnaohh', '1967104': 'daddadsdsds', '1868226': 'depcuibap', '1829948': 'mrdendiboss', '577249': 'Resa', '1489290': 'Dong Phuong Muoi Muoi', '935629': 'ShjRou', '1418575': 'luiz', '1511566': 'WasupMoFucker', '1939873': 'EzLink'}","{'message_id': '30294348', 'message_time': datetime.datetime(2024, 2, 13, 8, 16), 'quote': [['30294020'], {'blockid': '935629', 'data_source': '30294020', 'data_text': '\n\nShjRou said:\n\n\n\nBác biết hết đc toàn bộ dự án ở Tcb? Bạn mình là SM bên đó. Bắt buộc phải lên để họp. Trong này cũng kha khá các ông confirm nhiều dự án bắt buộc phải lên t7 rồi đấy. Vụ vay tiền bác có chắc ko? 1 dự án đc mấy người đc xét duyệt vay hay tất cả đều đc? Làm bao lâu thì được hay mới vào 1 năm cũng đc? Ngoài ra thì yếu tố xét T1, T2 là lương, benefit, môi trường làm việc, lương thì ko bằng rồi, môi trường thì OT và hơi toxic ( theo nhiều người review, benefit thì ngoài cái vay vốn ra còn lại ko có gì nổi bật ). Nếu dựa vào cái vay vốn để xếp lên 2 mâm kia thì bank nào cũng lên hả bác\n\nClick to expand...\n\n'}], 'text': '\n\n\n\nShjRou said:\n\n\n\nBác biết hết đc toàn bộ dự án ở Tcb? Bạn mình là SM bên đó. Bắt buộc phải lên để họp. Trong này cũng kha khá các ông confirm nhiều dự án bắt buộc phải lên t7 rồi đấy. Vụ vay tiền bác có chắc ko? 1 dự án đc mấy người đc xét duyệt vay hay tất cả đều đc? Làm bao lâu thì được hay mới vào 1 năm cũng đc? Ngoài ra thì yếu tố xét T1, T2 là lương, benefit, môi trường làm việc, lương thì ko bằng rồi, môi trường thì OT và hơi toxic ( theo nhiều người review, benefit thì ngoài cái vay vốn ra còn lại ko có gì nổi bật ). Nếu dựa vào cái vay vốn để xếp lên 2 mâm kia thì bank nào cũng lên hả bác\n\nClick to expand...\n\nÀ tôi đang nói role kỹ thuật ae Dev hoặc SA thôi, chứ Role SM thì tôi k nói, role đó đi quản lý plan công việc, họp hành nhiều.\n\n\xa0\n'}"
"{'1540161': 'Love U So Much', '40218': 'tcx2k7', '935629': 'ShjRou', '1811038': 'tieuphu26', '1964175': 'skydance', '60604': 'MrTux', '1829948': 'mrdendiboss', '391960': 'hoangphi1650', '1789779': 'h_ngyn', '1847816': 'minhmoon', '1829967': 'chiyeuemthoi', '1637581': 'BadCoder', '1672965': 'TungDeTien24', '1966985': 'toannd96', '1429395': 'candy68'}","{'message_id': '30253646', 'message_time': 'No date found in the string', 'quote': [['30253607'], {'blockid': '391960', 'data_source': '30253607', 'data_text': '\n\nhoangphi1650 said:\n\n\n\nVãi thiệt. Này tính kiểu tuyển dụng Faaang lương đông Lào đây mà\n\n\n\nClick to expand...\n\n'}], 'text': '\n\n\n\nhoangphi1650 said:\n\n\n\nVãi thiệt. Này tính kiểu tuyển dụng Faaang lương đông Lào đây mà\n\n\n\nClick to expand...\n\nNày chắc chỉ có thi đường lên đỉnh olympia mới làm dc, câu hỏi thì ko khó nhưng làm lụi thì may ra kịp, đọc đề xong đọc 4 đáp án hết mẹ nó giờ rồi, ko có thời gian suy nghĩ luôn.\n\n\xa0\n'}"
"{'1540161': 'Love U So Much', '1966650': '_John_Doe_', '1808346': 'nchhnchh', '1603617': 'ngay-em-xa', '1731086': 'nivnemo', '1966747': 'nickfuryphake', '97359': 'basehunter_92', '935629': 'ShjRou', '1530466': 'sockyone', '1789779': 'h_ngyn'}","{'message_id': '30239018', 'message_time': 'No date found in the string', 'quote': [['30238994'], {'blockid': '1789779', 'data_source': '30238994', 'data_text': '\n\nh_ngyn said:\n\n\n\ntrước có thông tin là thằng Tiktok là 1 trong số ít những thằng còn có sponsor EP ở Sing, giờ nghe vậy nẫu quá.\n\nClick to expand...\n\n'}], 'text': '\n\n\n\nh_ngyn said:\n\n\n\ntrước có thông tin là thằng Tiktok là 1 trong số ít những thằng còn có sponsor EP ở Sing, giờ nghe vậy nẫu quá.\n\nClick to expand...\n\ne thấy vẫn có case đặc biệt từ VN quá đó bác, vào các team cần người và performance tốt e nghĩ chắc vẫn qua được thôi. em hỏi HR thì họ cũng nói họ vẫn có reserve slot dành cho special case\n\n\xa0\n'}"
"{'1813800': '_ASCII', '1754708': 'xskaisx', '1936737': 'thovotri', '1789011': 'the_gioi_that_dep', '1964851': 'na123456', '1672965': 'TungDeTien24', '1573013': 'jacky1996', '1964175': 'skydance', '1544029': 'Ruoi Den', '97359': 'basehunter_92', '1793294': 'parierk', '1139889': '-RedSky-', '1540161': 'Love U So Much', '1966650': '_John_Doe_', '1530466': 'sockyone'}","{'message_id': '30232911', 'message_time': 'No date found in the string', 'quote': [['30231413'], {'blockid': '1540161', 'data_source': '30231413', 'data_text': '\n\nLove U So Much said:\n\n\n\nVl, hr biết đéo gì, fen inbox tôi cv\n\n@Jarvis2802 vào việc fen ơi\n\nClick to expand...\n\n'}], 'text': '\n\n\n\nLove U So Much said:\n\n\n\nVl, hr biết đéo gì, fen inbox tôi cv\n\n@Jarvis2802 vào việc fen ơi\n\nClick to expand...\n\nrange lương tốt ko ông anh. cũng hứng thú ạ\n\n\xa0\n'}"
"{'1956005': 'kAW2NOnVeP7r0', '1288502': 'july_wayne', '1963627': '3kai8823', '1682315': 'emlameo4`', '1964827': '1bnb1_np', '1489957': 'logachune', '100116': 'kirichan', '1547645': 'GeniVN', '1806511': 'dragonkill255', '1964851': 'na123456', '1858183': 'new_player', '1833353': 'nhok_zoro', '1786278': 'polieste', '310720': 'nhox4mat', '1540161': 'Love U So Much', '1679491': 'no_onekt', '1963956': 'tientran0826'}","{'message_id': '30162574', 'message_time': 'No date found in the string', 'quote': [['30162063'], {'blockid': '1679491', 'data_source': '30162063', 'data_text': '\n\nno_onekt said:\n\n\n\ncty liên quan axon active không bác?\n\nClick to expand...\n\n'}], 'text': '\n\n\n\nno_onekt said:\n\n\n\ncty liên quan axon active không bác?\n\nClick to expand...\n\nko fen, cty e lam network devices (switch, wifi, olt ont vv...)\n\n\xa0\n'}"
"{'1789001': 'Violet_7', '1963305': 'devnghia', '468916': 'gachiemchiep', '154835': 'boykute1997', '100116': 'kirichan', '1787199': 'sau_tim_thiep_hong', '1942966': 'anhkocan', '1410876': 'crazy9x256', '1964114': 'graypackidz', '1767391': 'meowcanfly', '286108': 'lee5783', '1863905': 'proxyy', '1544029': 'Ruoi Den', '1947960': 'look_inside_our_hearts', '1808346': 'nchhnchh', '1878380': 'kaya_toast', '1464101': '6triennguyen'}","{'message_id': '30118781', 'message_time': datetime.datetime(2024, 1, 29, 16, 41), 'quote': [['30115749'], {'blockid': '1410876', 'data_source': '30115749', 'data_text': '\n\ncrazy9x256 said:\n\n\n\nSenior mà 5x - 7x thì không phải Grab mà em biết rồi thím ) Trước các ông review senior toàn 3k5++ là thấp rồi ấy ./.\n\nClick to expand...\n\n'}], 'text': '\n\n\n\ncrazy9x256 said:\n\n\n\nSenior mà 5x - 7x thì không phải Grab mà em biết rồi thím ) Trước các ông review senior toàn 3k5++ là thấp rồi ấy ./.\n\nClick to expand...\n\n2018-2019 thì vozer bảo là nhất rap, nhì si, tạm được sốp bi, a sông cân tất\n\n\xa0\n'}"
"{'1868226': 'depcuibap', '1418575': 'luiz', '1861089': 'nhoxbinhduongvn', '1960422': 'never_can_tell', '1936737': 'thovotri', '835216': 'kinosa89', '1961139': 'WAMofficial', '1789001': 'Violet_7', '1829967': 'chiyeuemthoi', '1410876': 'crazy9x256', '1937913': 'hiepnnt', '1860567': 'Anh Quan Luu'}","{'message_id': '30026026', 'message_time': datetime.datetime(2024, 1, 23, 17, 10), 'quote': [], 'text': '\n\nMọi người cho em xin review môi trường làm việc của công ty Bzcom ở Hà Nội với ạ.\n\n\xa0\n'}"
"{'590446': 'bitua1412', '60604': 'MrTux', '1294636': 'congaductq', '1786268': 'Thầy ông cố nội', '1789779': 'h_ngyn', '1961908': 'nguyentien0620', '1593813': 'haihoang267', '1725235': 'Nnamhd', '1961139': 'WAMofficial', '1960336': 'giacatvuhau', '1959254': 'CrowAxe', '935629': 'ShjRou', '1489290': 'Dong Phuong Muoi Muoi'}","{'message_id': '29967898', 'message_time': datetime.datetime(2024, 1, 19, 22, 38), 'quote': [['29958731'], {'blockid': '1856101', 'data_source': '29958731', 'data_text': '\n\nyouknowwho151 said:\n\n\n\nNói chung là trải nghiệm phỏng vấn NA* mình cũng hài lòng và không hài lòng nhiều điểm. Mình sẽ review như sau\n\n\nPhone call với HR oke\nBài codility không khó, nhưng đủ để phân cấp ứng viên, có kết quả luôn, mình rất ưng\nVòng phỏng vấn tech khá chuyên nghiệp, hỏi sâu, nhiều câu mình fail thì các anh cũng giải thích cho mình khá tâm phục khẩu phục\n\n=> Mình expect senior nhưng hơi fail nên bị down xuống middle (theo lời HR), với mình cái này cũng không sao, lương cao là được  HR confirm là pass\n\nCơ mà đến khi mình đợi để được process tới final interview thì HR không process tiếp vì lí do là vị trí này còn slot nhưng lại expect senior ( wtf). Lúc này mình thấy hơi lạ là nếu mình không đạt chỉ tiêu thì đánh fail luôn đi, đây lại đánh pass nhưng không process tiếp \n\nBẵng đi hơn 1 tháng thì HR lại nhắn cho mình là có slot rồi, xong bảo mình đợi sang tuần sẽ final interview là có offer. Mình cũng háo hức nên ok ngay. Nhưng cũng đã 2 tuần trôi qua và vẫn bặt vô âm tín  cũng may mình cũng đang có offer vài chỗ khác, khả năng là thơm hơn nên cũng không rush\n\nClick to expand...\n\n'}], 'text': '\n\n\n\nyouknowwho151 said:\n\n\n\nNói chung là trải nghiệm phỏng vấn NA* mình cũng hài lòng và không hài lòng nhiều điểm. Mình sẽ review như sau\n\n\nPhone call với HR oke\nBài codility không khó, nhưng đủ để phân cấp ứng viên, có kết quả luôn, mình rất ưng\nVòng phỏng vấn tech khá chuyên nghiệp, hỏi sâu, nhiều câu mình fail thì các anh cũng giải thích cho mình khá tâm phục khẩu phục\n\n=> Mình expect senior nhưng hơi fail nên bị down xuống middle (theo lời HR), với mình cái này cũng không sao, lương cao là được  HR confirm là pass\n\nCơ mà đến khi mình đợi để được process tới final interview thì HR không process tiếp vì lí do là vị trí này còn slot nhưng lại expect senior ( wtf). Lúc này mình thấy hơi lạ là nếu mình không đạt chỉ tiêu thì đánh fail luôn đi, đây lại đánh pass nhưng không process tiếp \n\nBẵng đi hơn 1 tháng thì HR lại nhắn cho mình là có slot rồi, xong bảo mình đợi sang tuần sẽ final interview là có offer. Mình cũng háo hức nên ok ngay. Nhưng cũng đã 2 tuần trôi qua và vẫn bặt vô âm tín  cũng may mình cũng đang có offer vài chỗ khác, khả năng là thơm hơn nên cũng không rush\n\nClick to expand...\n\nThế tính ra cty tốt đấy, nhiều cty nó cần sen nhưng lại chỉ tuyển đc middle/jun họ cho thử việc để giải quyết deadline xong đánh fail vô lý cơ \n\n\xa0\n'}"
"{'1932545': 'thaithieu', '1961139': 'WAMofficial', '1755718': 'KimChiChu', '468916': 'gachiemchiep', '1841361': 'fkphua3', '1504705': 'lkl', '1410876': 'crazy9x256', '1758615': 'Bon tau giang ho', '935629': 'ShjRou', '25592': 'samuro33', '1593813': 'haihoang267', '1243649': 'Kaiser2013', '1961697': 'thanhtuan4231', '1442911': 'Kira9795', '1959254': 'CrowAxe', '1882143': 'MaKet23', '1294636': 'congaductq'}","{'message_id': '29951022', 'message_time': datetime.datetime(2024, 1, 19, 2, 56), 'quote': [['29732108'], {'blockid': '60604', 'data_source': '29732108', 'data_text': '\n\nMrTux said:\n\n\n\nHôm qua thằng cu em nhắn mới để ý là N*** dạo này lắm bad feedback thế. Các con giời cứ câm như hến trong cty hết mà lên review cty chém mạnh thế \n\n\n\n\nClick to expand...\n\n'}], 'text': '\n\n\n\nMrTux said:\n\n\n\nHôm qua thằng cu em nhắn mới để ý là N*** dạo này lắm bad feedback thế. Các con giời cứ câm như hến trong cty hết mà lên review cty chém mạnh thế \n\n\n\n\nClick to expand...\n\nChill anh. Như team em sếp có kinh nghiệm mà vui tính, đồng nghiệp giỏi và thân thiện; em thấy lương tốt, làm hybrid có nhiều thời gian cho gia đình vì tiết kiệm được thời gian di chuyển thì có gì phải lên tiếng đâu ạ.\nAnh có thấy mình hơi toxic một chút ko ạ?\nNhững chuyện lông gà vỏ tỏi như com trip đi đâu, ở đâu em thấy mình ko nhất thiết phải gay gắt quá. Góp ý được thì mình vui, ko thì ae sắp xếp với nhau cho cuộc vui đc trọn vẹn ạ.\nEm thấy mọi người có nhu cầu cao và áp đặt lên người khác như vậy là ko chuẩn đâu ạ.\n\n\n\n\n\xa0\n'}"
"{'1929380': 'chaychanh', '1959351': 'night1989', '1754708': 'xskaisx', '1677972': 'KingOfAny', '1950042': 'boonganh98', '1864095': 'Once Upon A Time', '1815288': 'Kakashi Uchiha', '1789162': 'thông95', '1533501': 'leo195', '1137404': 'xyay13', '1743530': 'dancingqueen', '1808346': 'nchhnchh', '1960380': 'Devmini', '1960476': 'fox666', '590446': 'bitua1412', '1933034': 'smldoge', '4545': 'Asus2005', '1786434': 'MeoVuiVe9121'}","{'message_id': '29903408', 'message_time': datetime.datetime(2024, 1, 16, 11, 15), 'quote': [], 'text': '\n\nBác nào review QA Nexon Vina giúp em được không ạ. Được gọi phỏng vấn mà không biết nên tập trung vào cái gì\n\n\xa0\n'}"
