UserID,MessageTime,Quote,Text
33311647,2024-08-20 23:58:00,"[['33243127'], {'blockid': '1672900', 'data_source': '33243127', 'data_text': '\n\nNonepepe said:\n\n\n\nMọi người cho em xin review THL One với, em tầm hơn 2 năm exp đang làm cty product về logistics mà làm 1 thời gian chế độ với môi trường chán quá với giờ project không học được gì mới nữa, mới được gọi hẹn pv mà không biết môi trường THL thế nào. Với lâu rồi không phỏng vấn thì em nên ôn kỹ phần nào nhỉ. Thị trường dạo này job ít quá em rải cv cũng nhiều mà ít công ty liên hệ ghê \n\nClick to expand...\n\n'}]","



Nonepepe said:



Mọi người cho em xin review THL One với, em tầm hơn 2 năm exp đang làm cty product về logistics mà làm 1 thời gian chế độ với môi trường chán quá với giờ project không học được gì mới nữa, mới được gọi hẹn pv mà không biết môi trường THL thế nào. Với lâu rồi không phỏng vấn thì em nên ôn kỹ phần nào nhỉ. Thị trường dạo này job ít quá em rải cv cũng nhiều mà ít công ty liên hệ ghê 

Click to expand...

logistics này có vô tình là ghtk ko bác, nếu có cho em xin review với (

 
"
33313883,2024-08-21 08:53:00,"[['33311647'], {'blockid': '2005507', 'data_source': '33311647', 'data_text': '\n\nDr kine said:\n\n\n\nlogistics này có vô tình là ghtk ko bác, nếu có cho em xin review với (\n\nClick to expand...\n\n'}]","



Dr kine said:



logistics này có vô tình là ghtk ko bác, nếu có cho em xin review với (

Click to expand...

Có bác nào làm dev ở MB chỗ Lê Văn Lương chưa cho em xin review môi trường ở đây có toxic ko, với giờ giấc có cần phải chuẩn chỉ ko ạ

 
"
33314218,2024-08-21 09:09:00,[],"

Có bác nào làm dev ở MB chỗ Lê Văn Lương chưa cho em xin review môi trường ở đây có toxic ko, với giờ giấc có cần phải chuẩn chỉ ko ạ

 
"
33315543,2024-08-21 10:11:00,"[['33305455'], {'blockid': '1796684', 'data_source': '33305455', 'data_text': '\n\nzelenki said:\n\n\n\nlương cao là làm thôi, môi trường cũng thoải mái, ko gò bó như bên tập đoàn\n\nvia theNEXTvoz for iPhone\n\nClick to expand...\n\n'}]","



zelenki said:



lương cao là làm thôi, môi trường cũng thoải mái, ko gò bó như bên tập đoàn

via theNEXTvoz for iPhone

Click to expand...

e đang thử vc bên khác bên này thì ok mỗi tội onsite bank nên hơi gò bó chút còn time thì thoải mái. mà lại có offer bên vinbigdata lại tăng 20% lương nên cũng cân nhắc. thời gian bên này muộn chút có sao k bác 

 
"
33315878,2024-08-21 10:28:00,"[['33315543'], {'blockid': '2030067', 'data_source': '33315543', 'data_text': '\n\nNameeeeeee said:\n\n\n\ne đang thử vc bên khác bên này thì ok mỗi tội onsite bank nên hơi gò bó chút còn time thì thoải mái. mà lại có offer bên vinbigdata lại tăng 20% lương nên cũng cân nhắc. thời gian bên này muộn chút có sao k bác \n\nClick to expand...\n\n'}]","



Nameeeeeee said:



e đang thử vc bên khác bên này thì ok mỗi tội onsite bank nên hơi gò bó chút còn time thì thoải mái. mà lại có offer bên vinbigdata lại tăng 20% lương nên cũng cân nhắc. thời gian bên này muộn chút có sao k bác 

Click to expand...

T vừa rồi cũng có offer bên Vf với vinai luôn. Mỗi bên tăng 20% cuối cùng chọn VF. 

 
"
33316816,2024-08-21 11:07:00,"[['33315878'], {'blockid': '594148', 'data_source': '33315878', 'data_text': '\n\nlam2000 said:\n\n\n\nT vừa rồi cũng có offer bên Vf với vinai luôn. Mỗi bên tăng 20% cuối cùng chọn VF. \n\nClick to expand...\n\n'}]","



lam2000 said:



T vừa rồi cũng có offer bên Vf với vinai luôn. Mỗi bên tăng 20% cuối cùng chọn VF. 

Click to expand...

Môi trường với giờ giấc sao bác ? e cũng tính nhảy tiếp bên này ms thử vc đc 1 tháng hơi tiếc cái đồng nghiệp nhưng hơi chán cái policy của bank 

 
"
33318062,2024-08-21 12:03:00,"[['33230470'], {'blockid': '1771708', 'data_source': '33230470', 'data_text': '\n\ndinhson2212 said:\n\n\n\nJava vẫn còn nha, ưu tiên fen nào biết tiếng Nhật\n\nClick to expand...\n\n'}]","



dinhson2212 said:



Java vẫn còn nha, ưu tiên fen nào biết tiếng Nhật

Click to expand...

Thấy bên bạn trên linkedin đang tuyển .net, còn slot .net nào k frens.

 
"
33318542,2024-08-21 12:31:00,"[['33318062'], {'blockid': '975598', 'data_source': '33318062', 'data_text': '\n\nnhock_le said:\n\n\n\nThấy bên bạn trên linkedin đang tuyển .net, còn slot .net nào k frens.\n\nClick to expand...\n\n'}]","



nhock_le said:



Thấy bên bạn trên linkedin đang tuyển .net, còn slot .net nào k frens.

Click to expand...

Còn fen, 2-3yr + good eng. Hộp mình CV nếu cần nhé.

 
"
33318809,2024-08-21 12:49:00,"[['33316816'], {'blockid': '2030067', 'data_source': '33316816', 'data_text': '\n\nNameeeeeee said:\n\n\n\nMôi trường với giờ giấc sao bác ? e cũng tính nhảy tiếp bên này ms thử vc đc 1 tháng hơi tiếc cái đồng nghiệp nhưng hơi chán cái policy của bank \n\nClick to expand...\n\n'}]","



Nameeeeeee said:



Môi trường với giờ giấc sao bác ? e cũng tính nhảy tiếp bên này ms thử vc đc 1 tháng hơi tiếc cái đồng nghiệp nhưng hơi chán cái policy của bank 

Click to expand...

đang thử việc mà muốn nghỉ có cần báo trước bao nhiêu ngày k fen?

 
"
33318844,2024-08-21 12:51:00,"[['33314218'], {'blockid': '2022679', 'data_source': '33314218', 'data_text': '\n\nchuahe13579 said:\n\n\n\nCó bác nào làm dev ở MB chỗ Lê Văn Lương chưa cho em xin review môi trường ở đây có toxic ko, với giờ giấc có cần phải chuẩn chỉ ko ạ\n\nClick to expand...\n\n'}]","



chuahe13579 said:



Có bác nào làm dev ở MB chỗ Lê Văn Lương chưa cho em xin review môi trường ở đây có toxic ko, với giờ giấc có cần phải chuẩn chỉ ko ạ

Click to expand...

.

 
"
